Office_ID,SOL_ID_BO_ID,Month_Year,Name,SO Name,MIS,PPFGP,SSA,RD,SBBAS,SBSGP,SCSS,TD,PRFTS,KVN,NSC8,MSSC
,13205401,Apr-26,Garhi Birbal S.O,,,4,4,9,,8,,4,,,,
,H9714,Apr-26,Garhi Jattan B.O,Indri S.O,,,2,,,4,,6,,,,
,M0894,Apr-26,Garhwali B.O,Shamlo Kalan S.O,,,2,,,1,,,,,,
,M0893,Apr-26,Gatauli B.O,Shamlo Kalan S.O,,,2,2,,1,,,,,,
,13211401,Apr-26,Gharunda S.O,,6,,14,89,,56,5,51,,11,12,
,G6874,Apr-26,Ghason Kalan B.O,Narwana S.O,,,1,2,,4,,4,,,,
,M1022,Apr-26,Gheer B.O,S.S. Kunjpura S.O,,,3,,,3,,7,,,,
,M1001,Apr-26,Ghogripur B.O,Madhuban S.O (Karnal),,,1,2,,3,,,,,,
,A5881,Apr-26,Goela Kalan B.O,Panipat Khadi Ashram S.O,,,6,3,,,,,,,,
,M7005,Apr-26,Gogrian B.O,Uchana S.O,,,1,,,1,,,,,,
,M0897,Apr-26,Goli B.O,Salwan S.O,,,1,2,,1,,8,,,,
,J6649,Apr-26,Gonder B.O,Nissing S.O,,,4,2,,7,,5,,,,
,L8189,Apr-26,Gudha B.O,Gharunda S.O,,,2,,,,,4,,,,
,A1150,Apr-26,Gulkani B.O,Jind H.O,,,3,,,3,,,,,,
,M1467,Apr-26,Hadwa B.O,Pillukhera S.O,,,,,,,,1,,,,
,A7990,Apr-26,Hamir Garh B.O,Narwana S.O,,,2,,,1,,,,,,
,H9715,Apr-26,Hanori B.O,Indri S.O,,,1,6,,,,1,,,,
,L8190,Apr-26,HARI SINGH PUNDRI,Gharunda S.O,,,1,1,,,,,,,,
,J1729,Apr-26,Hathwala B.O,Julana S.O,,,4,,,4,,4,,,,
,13211501,Apr-26,Hathwala S.O,,,,,2,,8,,26,,,,
,F0121,Apr-26,Hatt B.O,Safidon S.O,,,3,,,3,,,,,,
,A1151,Apr-26,Igrah B.O,Jind H.O,,,3,,,,,2,,,,
,F9946,Apr-26,Ikkas B.O,Jind H.O,,,3,1,,2,,4,,,,
,13204101,Apr-26,Indri S.O,,7,3,17,43,,48,1,70,,3,3,
,13204102,Apr-26,Indri Town S.O,,1,,4,38,,11,1,81,,,1,
,D4823,Apr-26,Intal Kalan B.O,Jind H.O,,,2,2,,1,,,,,,
,13210701,Apr-26,Israna S.O,,4,,7,17,,15,,21,,4,4,
,H2343,Apr-26,Jai Singh Pura B.O,Assandh S.O,,,1,2,,1,,3,,,,
,M0958,Apr-26,Jajanwala B.O,Dhanoda Kalan S.O,,,2,8,,1,,1,,,,
,F1504,Apr-26,Jajwan B.O,Jind H.O,,,1,,,,,,,,,
,F6204,Apr-26,Jalalpur B.O,Panipat Khadi Ashram S.O,,,4,,,1,,5,,,,
,H2344,Apr-26,Jalmana B.O,Assandh S.O,,,2,12,,2,,,,,,
,L8191,Apr-26,Jamalpur B.O,Gharunda S.O,,,1,1,,2,,,,,,
,M0919,Apr-26,Jamba B.O,Nigdhu S.O,,,1,6,,,,1,,,,
,M1468,Apr-26,Jamni B.O,Pillukhera S.O,,,1,1,,,,3,,,,
,J7225,Apr-26,Jani B.O,Jundla S.O,,,1,,,4,,,,,,
,G1467,Apr-26,Jattal B.O,Panipat Thermal Project S.O,,,2,2,,2,,3,,,,
,F8295,Apr-26,Jaurasi B.O,Samalkha S.O,,,1,1,,4,,2,,,,
,F9947,Apr-26,Jhanjkalan B.O,Jind H.O,,,4,,,,,,,,,
,G6875,Apr-26,Jheel B.O,Narwana S.O,,,3,,,3,,,,,,
,12610200,Apr-26,Jind H.O,,28,1,57,71,,72,26,204,,19,60,
,12610201,Apr-26,Jind Mini Sectt. S.O,,,1,1,8,,3,5,14,,2,,
,12610202,Apr-26,Jind Palika Bazar S.O,,7,,2,58,,23,2,113,,6,31,
,12610203,Apr-26,Jind Patiala Chowk S.O,,,3,3,57,,13,3,82,,2,8,
,12610204,Apr-26,Jind Punjabi Bazar S.O,,1,2,5,155,,19,4,240,,4,11,
,12610205,Apr-26,Jind Railway Station S.O,,4,,7,25,,14,3,46,,6,5,
,12610206,Apr-26,Jind Rohtak Road S.O,,,3,11,50,,5,1,41,,1,6,
,H9716,Apr-26,Johar Majra B.O,Indri S.O,,,,2,,8,,12,,,,
,M0986,Apr-26,Jondhan Kalan B.O,Israna S.O,,,1,,,,,,,,,
,M0946,Apr-26,Joshi B.O,Madlauda S.O,,,2,,,2,,,,,,
,12610101,Apr-26,Julana S.O,,4,3,17,31,,33,1,53,,4,8,
,A1152,Apr-26,Julani B.O,Jind H.O,,,1,1,,1,,2,,,,
,B1770,Apr-26,Jundla Gate B.O,Karnal Partap Pura S.O,,,,1,,,,10,,,,
,13203601,Apr-26,Jundla S.O,,3,2,9,27,,14,1,21,,,3,
,M7006,Apr-26,Kabarchha B.O,Uchana S.O,,,4,,,2,,,,,,
,M1449,Apr-26,Kabri B.O,Panipat Refinary S.O,,,6,3,,4,,12,,,,
,M1033,Apr-26,Kachwa B.O,Taraori S.O,,,4,1,,6,,7,,,,
,L8192,Apr-26,Kaimla B.O,Gharunda S.O,,,1,2,,,,4,,,,
,M7007,Apr-26,Kakrod B.O,Uchana S.O,,,2,4,,2,,2,,,,
,E4726,Apr-26,Kalkha B.O,Panipat Thermal Project S.O,,,1,2,,2,,6,,,,
,M0971,Apr-26,Kalri Jagir B.O,Garhi Birbal S.O,,,2,6,,6,,15,,,,
,L8193,Apr-26,Kalron B.O,Gharunda S.O,,,4,,,,,,,,,
,M0972,Apr-26,Kalsora B.O,Garhi Birbal S.O,,,3,,,2,,6,,,,
,M1469,Apr-26,Kalwa B.O,Pillukhera S.O,,,2,,,3,,3,,,,
,F8316,Apr-26,Kalwan B.O,Narwana S.O,,,5,,,4,,,,,,
,13200101,Apr-26,Kanral Industrial Area S.O,,5,6,3,16,,9,2,10,,,8,
,M0987,Apr-26,Karad B.O,Israna S.O,,,1,1,,3,,,,,,
,G6876,Apr-26,Karamgarh B.O,Narwana S.O,,,1,,,2,,2,,,,
,E1515,Apr-26,Karhans B.O,Samalkha S.O,,,2,1,,3,,,,,,
,C5079,Apr-26,Karkhana B.O,Safidon S.O,,,3,,,2,,7,,,,
,M1034,Apr-26,Karna Lake B.O,Taraori S.O,,,,1,,1,,,,,,
,13200103,Apr-26,Karnal GBS S.O,,,,1,14,,5,,13,,,2,
,13200100,Apr-26,Karnal H.O,,59,7,44,207,,114,24,376,,23,88,
,13200105,Apr-26,KARNAL KUTCHERY SO,,12,3,8,77,,13,9,65,,3,16,
,13200106,Apr-26,Karnal Model Town S.O,,8,1,6,33,,3,8,33,,6,8,
,13200107,Apr-26,Karnal NDRI S.O,,4,2,2,15,,4,5,18,,2,7,
,13200108,Apr-26,Karnal New Prem Nagar S.O,,9,4,3,31,,11,2,40,,6,20,
,13200109,Apr-26,Karnal Partap Pura S.O,,3,9,6,47,,15,6,49,,1,8,
,13200110,Apr-26,Karnal Railway Road S.O,,8,6,3,23,,10,5,28,,,6,
,13200111,Apr-26,Karnal Ram Nagar S.O,,9,,8,49,,40,9,162,,8,19,
,13200112,Apr-26,Karnal Sadar Bazar S.O,,4,,10,64,,26,3,95,,4,17,
,13200113,Apr-26,Karnal Sector 6 S.O,,8,2,3,70,,15,6,45,,3,22,
,H2345,Apr-26,Karsa Chor B.O,Assandh S.O,,,,1,,,,3,,,,
,M0920,Apr-26,Karsa Dod B.O,Nigdhu S.O,,,1,5,,,,,,,,
,J1730,Apr-26,Karsaula B.O,Julana S.O,,,2,,,1,,,,,,
,M7008,Apr-26,Karsindhu B.O,Uchana S.O,,,2,,,5,,6,,,,
,F0122,Apr-26,Karsindu B.O,Safidon S.O,,,,,,3,,,,,,
,M7009,Apr-26,Kasun B.O,Uchana S.O,,,1,,,1,,4,,,,
,J7226,Apr-26,Katleri B.O,Jundla S.O,,,1,,,2,,5,,,,
,M0906,Apr-26,Kendela B.O,Naguran S.O,,,,1,,,,,,,,
,J1731,Apr-26,Kerela B.O,Julana S.O,,,2,3,,2,,4,,,,
,M0916,Apr-26,Khanda B.O,Alewa S.O,,,3,,,2,,,,,,
,H9717,Apr-26,Khanpur B.O,Indri S.O,,,1,,,3,,4,,,,
,M7010,Apr-26,Kharakbhura B.O,Uchana S.O,,,1,,,2,,11,,,,
,F1505,Apr-26,Kharakramji B.O,Jind H.O,,,6,,,2,,,,,,
,C4884,Apr-26,Kharal B.O,Narwana S.O,,,2,3,,4,,2,,,,
,M7011,Apr-26,Khatkar B.O,Uchana S.O,,,2,4,,2,,5,,,,
,H9718,Apr-26,Khera B.O,Indri S.O,,,2,1,,3,,21,,,,
,H9719,Apr-26,Kheri Bhutan B.O,Indri S.O,,,,2,,4,,5,,,,
,A8239,Apr-26,Kheri Khermawati B.O,Safidon S.O,,,7,,,3,,2,,,,
,H9720,Apr-26,Kheri Man Singh B.O,Indri S.O,,,2,2,,1,,6,,,,
,J7227,Apr-26,Kheri Naroo B.O,Jundla S.O,,,1,,,3,,,,,,
,H2346,Apr-26,Kheri Sarf Ali B.O,Assandh S.O,,,2,1,,1,,,,,,
,L8258,Apr-26,Khirajpur B.O,Kunjpura S.O,,,,,,3,,,,,,
,L8767,Apr-26,Khojkipur B.O,Atta S.O,,,1,,,2,,,,,,
,L8194,Apr-26,Khora Kheri B.O,Gharunda S.O,,,4,1,,3,,5,,,,
,F8317,Apr-26,Khrindwal B.O,Narwana S.O,,,4,,,1,,,,,,
,M0964,Apr-26,Khunga Kothi B.O,Dharthrath S.O,,,1,4,,,,,,,,
,J1732,Apr-26,Kila Zaffargarh B.O,Julana S.O,,,4,,,1,,1,,,,
,M0895,Apr-26,Kinana B.O,Shamlo Kalan S.O,,,2,,,2,,2,,,,
,G6854,Apr-26,Kiwana B.O,Samalkha S.O,,,2,,,4,,4,,,,
,L8195,Apr-26,Kohand B.O,Gharunda S.O,,,4,5,,2,,2,,,,
,M0907,Apr-26,Kuchrana Kalan B.O,Naguran S.O,,,2,,,1,,,,,,
,13202201,Apr-26,Kunjpura S.O,,1,,6,21,,5,,19,,5,4,
,M0988,Apr-26,Kurana B.O,Israna S.O,,,3,1,,4,,,,,,
,A5882,Apr-26,Kurar B.O,Panipat Khadi Ashram S.O,,,3,5,,2,,5,,,,
,M0898,Apr-26,Kurlan B.O,Salwan S.O,,,1,,,1,,1,,,,
,M1035,Apr-26,Kuruk Jagir B.O,Taraori S.O,,,3,,,2,,,,,,
,M1002,Apr-26,Kutail B.O,Madhuban S.O (Karnal),,,4,6,,5,,,,,,
,J1733,Apr-26,Lajwan Kalan B.O,Julana S.O,,,1,1,,4,,,,,,
,L8196,Apr-26,Lalupura B.O,Gharunda S.O,,,7,1,,1,,,,,,
,M0908,Apr-26,Lodhar B.O,Naguran S.O,,,,,,1,,3,,,,
,F3017,Apr-26,Lohari B.O,Panipat Thermal Project S.O,,,1,,,4,,3,,,,
,G6877,Apr-26,Lowan B.O,Narwana S.O,,,5,1,,1,,,,,,
,M1470,Apr-26,Ludana B.O,Pillukhera S.O,,,1,,,,,,,,,
,G6855,Apr-26,Machhrauli B.O,Samalkha S.O,,,3,1,,4,,3,,,,
,13203701,Apr-26,Madhuban PTC S.O,,,1,3,6,,3,2,1,,2,1,
,13203702,Apr-26,Madhuban S.O (Karnal),,2,,4,15,,16,1,3,,,6,
,13211301,Apr-26,Madlauda S.O,,2,1,14,14,,23,2,24,,2,2,
,J9600,Apr-26,Mahoti B.O,Patti Kalyana S.O,,,1,5,,2,,2,,,,
,M0921,Apr-26,Majra Rodan B.O,Nigdhu S.O,,,1,,,1,,,,,,
,M7012,Apr-26,Makhand B.O,Uchana S.O,,,1,,,1,,,,,,
,F0123,Apr-26,Malar B.O,Safidon S.O,,,1,,,2,,,,,,
,F8541,Apr-26,Malikpur B.O,Safidon S.O,,,,,,1,,,,,,
,J1734,Apr-26,Malwi B.O,Julana S.O,,,3,,,2,,,,,,
,C4870,Apr-26,Manana B.O,Samalkha S.O,,,3,2,,3,,1,,,,
,M0989,Apr-26,Mandi B.O,Israna S.O,,,2,1,,7,,22,,,,
,M0909,Apr-26,Mandi Kalan B.O,Naguran S.O,,,1,2,,,,,,,,
,M0959,Apr-26,Mangalpur B.O,Dhanoda Kalan S.O,,,3,3,,3,,5,,,,
,J6650,Apr-26,Manjura B.O,Nissing S.O,,,5,,,,,,,,,
,E3162,Apr-26,Manohar Pur B.O,Jind H.O,,,4,,,1,,2,,,,
,H2347,Apr-26,Mardanheri B.O,Assandh S.O,,,1,4,,,,,,,,
,J6651,Apr-26,Mehmal B.O,Nissing S.O,,,1,,,3,,6,,,,
,J1735,Apr-26,Mehrara B.O,Julana S.O,,,2,1,,3,,3,,,,
,12611603,Apr-26,Mini secretriat Narwana S.O,,,,1,8,,2,,,,,,
,13200114,Apr-26,Mini sectt  sector 12 Kanral S.O,,,1,2,14,,,1,,,,,
,13210311,Apr-26,Mini Sectt Panipat,,,,4,4,,7,3,,,,,
,M0965,Apr-26,Mohammad Khera B.O,Dharthrath S.O,,,1,,,5,,,,,,
,M7013,Apr-26,Mohangarh B.O,Uchana S.O,,,5,,,1,,,,,,
,M1003,Apr-26,Mohidinpur B.O,Madhuban S.O (Karnal),,,3,2,,2,,,,,,
,M1471,Apr-26,Morkhi B.O,Pillukhera S.O,,,,2,,2,,1,,,,
,A8240,Apr-26,Mowana B.O,Safidon S.O,,,4,2,,2,,,,,,
,13204002,Apr-26,MUNAK,,,,7,10,,11,,4,,,,
,H9721,Apr-26,Muradhgarh B.O,Indri S.O,,,1,,,4,,4,,,,
,M1004,Apr-26,Nagla Megha B.O,Madhuban S.O (Karnal),,,10,,,2,,,,,,
,H9722,Apr-26,Nagla Roran B.O,Indri S.O,,,5,7,,3,,,,,,
,12612501,Apr-26,Naguran S.O,,2,4,8,6,,12,1,13,,3,1,
,L8259,Apr-26,Nalipar B.O,Kunjpura S.O,,,6,,,2,,,,,,
,E9900,Apr-26,Namunda B.O,Samalkha S.O,,,2,,,1,,1,,,,
,J1736,Apr-26,Nandgarh B.O,Julana S.O,,,1,,,,,,,,,
,M0973,Apr-26,Nangal B.O,Garhi Birbal S.O,,,1,1,,,,,,,,
,A5883,Apr-26,Nanhera B.O,Panipat Khadi Ashram S.O,,,2,8,,2,,4,,,,
,M0947,Apr-26,Nara B.O,Madlauda S.O,,,1,,,1,,,,,,
,B6409,Apr-26,Naraina B.O,Samalkha S.O,,,2,3,,1,,2,,,,
,M1036,Apr-26,Nariana B.O,Taraori S.O,,,1,,,,,1,,,,
,12611601,Apr-26,Narwana City S.O,,1,5,5,85,,37,2,119,,2,24,
,12611602,Apr-26,Narwana S.O,,8,4,26,97,,57,16,318,,9,40,
,13214501,Apr-26,Neoltha S.O,,2,2,2,35,,14,,38,,,,
,M0896,Apr-26,Nidana B.O,Shamlo Kalan S.O,,,4,2,,2,,1,,,,
,D4824,Apr-26,Nidani B.O,Jind H.O,,,2,,,1,,,,,,
,13215701,Apr-26,Nigdhu S.O,,,1,10,44,,13,2,4,,1,3,
,13211702,Apr-26,Nilokheri S.O,,2,2,17,87,,37,7,158,,10,20,
,C5080,Apr-26,Nimnabad B.O,Safidon S.O,,,3,,,,,,,,,
,E3163,Apr-26,Nirjan B.O,Jind H.O,,,3,1,,3,,,,,,
,13202401,Apr-26,Nissing S.O,,3,4,9,24,,11,,11,,2,3,
,D9416,Apr-26,Noorwala B.O,Panipat Khadi Ashram S.O,,,12,3,,9,,8,,,,
,J7228,Apr-26,Padha B.O,Jundla S.O,,,4,7,,4,,9,,,,
,M1037,Apr-26,Padhana B.O,Taraori S.O,,,,1,,3,,,,,,
,F8542,Apr-26,Paju Kalan B.O,Safidon S.O,,,1,,,,,,,,,
,M1031,Apr-26,Palri B.O,Neoltha S.O,,,2,1,,,,,,,,
,13210801,Apr-26,Panipat Beas Project S.O,,,1,4,6,,10,,16,,1,,
,13210302,Apr-26,Panipat City S.O,,7,1,5,22,,26,4,98,,8,12,
,13210303,Apr-26,Panipat GT Road S.O,,5,,15,15,,21,10,58,,,6,
,13210300,Apr-26,Panipat H.O,,35,1,48,90,,71,10,378,,44,68,
,D9417,Apr-26,Panipat Kathery (U) B.O,Panipat Khadi Ashram S.O,,,,11,,1,,9,,,,
,13210401,Apr-26,Panipat Khadi Ashram S.O,,1,,4,10,,9,2,2,,,1,
,13210304,Apr-26,Panipat Kishanpura S.O,,,2,10,20,,15,1,78,,9,5,
,13210305,Apr-26,Panipat Kranti Nagar S.O,,3,1,2,34,,20,2,110,,2,18,
,13210307,Apr-26,Panipat Model Town S.O,,9,1,3,6,,15,13,61,,4,21,
,13210308,Apr-26,Panipat N.S.M. S.O,,9,,17,27,,24,3,90,,4,25,
,13210601,Apr-26,Panipat NFL S.O,,7,,6,8,,4,2,33,,,2,
,13210309,Apr-26,Panipat Patel Nagar S.O,,6,,3,31,,22,2,168,,9,6,
,13214001,Apr-26,Panipat Refinary S.O,,1,3,3,2,,3,,0,,,,
,13210501,Apr-26,Panipat Thermal Project S.O,,2,4,4,12,,11,3,34,,2,5,
,M0990,Apr-26,Pardhana B.O,Israna S.O,,,2,1,,,,,,,,
,M1027,Apr-26,Pasina Kalan BO B.O,Panipat Beas Project S.O,,,1,,,3,,6,,,,
,H9723,Apr-26,Pathera B.O,Indri S.O,,,1,2,,5,,2,,,,
,13210201,Apr-26,Patti Kalyana S.O,,2,,1,32,,12,,30,,1,,
,J1737,Apr-26,Pauli B.O,Julana S.O,,,3,3,,1,,18,,,,
,M0917,Apr-26,Pegan B.O,Alewa S.O,,,2,1,,3,,10,,,,
,J7229,Apr-26,Peont B.O,Jundla S.O,,,3,,,2,,1,,,,
,M0900,Apr-26,Phaphrana B.O,Salwan S.O,,,,,,1,,4,,,,
,B6437,Apr-26,Pharain Kalan B.O,Narwana S.O,,,1,,,2,,2,,,,
,M1005,Apr-26,Phoosgarh B.O,Madhuban S.O (Karnal),,,,,,7,,,,,,
,E1532,Apr-26,Phullian Kalan B.O,Narwana S.O,,,1,6,,3,,10,,,,
,L8197,Apr-26,Phurlak B.O,Gharunda S.O,,,1,1,,,,5,,,,
,J7230,Apr-26,Picholia B.O,Jundla S.O,,,3,,,3,,,,,,
,12611301,Apr-26,Pillukhera S.O,,,,10,20,,8,,27,,4,3,
,B8055,Apr-26,Pindara B.O,Jind H.O,,,2,2,,2,,3,,,,
,A7991,Apr-26,Pipaltha B.O,Narwana S.O,,,3,,,2,,,,,,
,H2348,Apr-26,Popran B.O,Assandh S.O,,,1,1,,2,,7,,,,
,C2823,Apr-26,PPT Camp No. 2 B.O,Panipat Khadi Ashram S.O,,,,17,,,,,,,,
,M0991,Apr-26,Puther B.O,Israna S.O,,,2,2,,3,,,,,,
,M0948,Apr-26,Qawi B.O,Madlauda S.O,,,1,1,,1,,,,,,
,F9948,Apr-26,Radhana B.O,Jind H.O,,,1,2,,2,,3,,,,
,H2349,Apr-26,Rahra B.O,Assandh S.O,,,3,,,2,,2,,,,
,L8198,Apr-26,Raipur Jattan B.O,Gharunda S.O,,,1,4,,,,1,,,,
,M1450,Apr-26,Rair Kalan B.O,Panipat Refinary S.O,,,3,,,3,,,,,,
,M0922,Apr-26,Raison B.O,Nigdhu S.O,,,1,3,,5,,,,,,
,C4885,Apr-26,Rajgarh Gurthali B.O,Narwana S.O,,,,2,,,,,,,,
,D9418,Apr-26,Rajkheri B.O,Panipat Khadi Ashram S.O,,,1,,,2,,,,,,
,E1733,Apr-26,Ram Nagar B.O,Safidon S.O,,,2,2,,3,,8,,,,
,E3164,Apr-26,Ram Rai B.O,Jind H.O,,,5,,,3,,3,,,,
,M1038,Apr-26,Ramana Ramani B.O,Taraori S.O,,,1,2,,,,,,,,
,M1039,Apr-26,Ramba B.O,Taraori S.O,,,1,,,1,,,,,,
,M1006,Apr-26,Ranwar B.O,Madhuban S.O (Karnal),,,2,,,1,,2,,,,
,A7992,Apr-26,Rasidan B.O,Narwana S.O,,,2,,,1,,,,,,
,AL089,Apr-26,RASULPUR KHURD B.O,Madhuban S.O (Karnal),,,,1,,,,,,,,
,13214002,Apr-26,Refinery Township Panipat SO,,1,,1,2,,7,,4,,,4,
,D9419,Apr-26,Risalu B.O,Panipat Khadi Ashram S.O,,,3,1,,1,,,,,,
,M0966,Apr-26,Ritauli B.O,Dharthrath S.O,,,,,,,,2,,,,
,C5081,Apr-26,Rohar B.O,Safidon S.O,,,5,1,,2,,6,,,,
,A8241,Apr-26,Rojhla B.O,Safidon S.O,,,2,,,,,6,,,,
,B8056,Apr-26,Roop Garh B.O,Jind H.O,,,1,,,3,,2,,,,
,L8199,Apr-26,S.P. Khalsa B.O,Gharunda S.O,,,,2,,,,1,,,,
,M1007,Apr-26,S.P. Sohana B.O,Madhuban S.O (Karnal),,,1,1,,1,,14,,,,
,13202301,Apr-26,S.S. Kunjpura S.O,,,,2,3,,1,,6,,,1,
,M0960,Apr-26,Sachha Khera B.O,Dhanoda Kalan S.O,,,1,,,1,,,,,,
,12611201,Apr-26,Safidon City S.O,,2,,13,117,,39,8,150,,2,3,
,12611202,Apr-26,Safidon S.O,,2,1,17,23,,15,3,76,,2,18,
,M1040,Apr-26,Sagga B.O,Taraori S.O,,,,4,,2,,2,,,,
,M0961,Apr-26,Sainthali B.O,Dhanoda Kalan S.O,,,1,,,2,,,,,,
,13204601,Apr-26,Salwan S.O,,,,8,5,,16,,12,,,,
,13210101,Apr-26,Samalkha S.O,,10,2,18,42,,35,9,68,,3,21,
,J2767,Apr-26,Samana Bahu B.O,Nilokheri S.O,,,5,,,1,,2,,,,
,M0923,Apr-26,Samlbhi B.O,Nigdhu S.O,,,2,,,,,5,,,,
,C2824,Apr-26,Sanauli Khurd B.O,Panipat Khadi Ashram S.O,,,,,,,,15,,,,
,J2768,Apr-26,Sandhir B.O,Nilokheri S.O,,,2,,,3,,16,,,,
,M0910,Apr-26,Sandil B.O,Naguran S.O,,,,,,1,,1,,,,
,H9724,Apr-26,Sanghowa B.O,Indri S.O,,,5,1,,3,,,,,,
,M0924,Apr-26,Sanwat B.O,Nigdhu S.O,,,1,,,,,,,,,
,13200115,Apr-26,Sector 4 Karnal S.O,,,6,2,7,,8,3,21,,1,1,
,13200116,Apr-26,Sector 8 Karnal S.O,,2,,4,26,,13,8,80,,4,2,
,M0992,Apr-26,Seenk B.O,Israna S.O,,,2,,,2,,2,,,,
,M0993,Apr-26,Shahpur B.O,Israna S.O,,,2,,,4,,6,,,,
,M0911,Apr-26,Shahpur B.O,Naguran S.O,,,8,1,,,,6,,,,
,M1042,Apr-26,Shamgarh B.O,Taraori S.O,,,1,,,3,,6,,,,
,12611401,Apr-26,Shamlo Kalan S.O,,,3,2,6,,5,,11,,1,,
,M0949,Apr-26,Shera B.O,Madlauda S.O,,,2,,,2,,1,,,,
,F3018,Apr-26,Shodapur B.O,Panipat Thermal Project S.O,,,4,1,,12,,6,,,,
,J2769,Apr-26,Sidhpur B.O,Nilokheri S.O,,,1,3,,3,,,,,,
,J2770,Apr-26,Sikri B.O,Nilokheri S.O,,,1,1,,1,,36,,,,
,E1734,Apr-26,Silakheri B.O,Safidon S.O,,,3,1,,3,,,,,,
,A9642,Apr-26,Sindhwi Kheri B.O,Jind H.O,,,1,,,,,,,,,
,F0124,Apr-26,Singhana B.O,Safidon S.O,,,3,1,,,,1,,,,
,J6652,Apr-26,Singhra B.O,Nissing S.O,,,1,1,,,,,,,,
,D3216,Apr-26,Singhwal B.O,Narwana S.O,,,3,1,,1,,14,,,,
,G6878,Apr-26,Sinsar B.O,Narwana S.O,,,4,,,1,,,,,,
,J6653,Apr-26,Sirsi B.O,Nissing S.O,,,,4,,2,,2,,,,
,M0925,Apr-26,Sitamai B.O,Nigdhu S.O,,,,2,,,,,,,,
,M1028,Apr-26,Siwaha B.O,Panipat Beas Project S.O,,,2,2,,1,,3,,,,
,M1472,Apr-26,Siwaha B.O,Pillukhera S.O,,,1,1,,2,,,,,,
,C5082,Apr-26,Siwan Mal B.O,Safidon S.O,,,1,,,2,,,,,,
,L8200,Apr-26,Staundi B.O,Gharunda S.O,,,1,1,,1,,5,,,,
,M1023,Apr-26,Subri B.O,S.S. Kunjpura S.O,,,1,,,,,,,,,
,M7014,Apr-26,Sudkain Kalan B.O,Uchana S.O,,,1,1,,2,,,,,,
,F8318,Apr-26,Sudkain Khurd B.O,Narwana S.O,,,7,2,,1,,1,,,,
,E1533,Apr-26,Sulhera B.O,Narwana S.O,,,2,,,,,,,,,
,M1044,Apr-26,Sultanpur B.O,Taraori S.O,,,3,14,,3,,,,,,
,B1214,Apr-26,Sutana B.O,Panipat Thermal Project S.O,,,1,6,,1,,,,,,
,13211601,Apr-26,Taraori S.O,,2,,5,59,,23,1,36,,8,7,
,13211602,Apr-26,Taroari Mandi S.O,,,,5,15,,9,,4,,1,2,
,H2350,Apr-26,Thal B.O,Assandh S.O,,,1,2,,,,,,,,
,M0901,Apr-26,Thari B.O,Salwan S.O,,,2,2,,,,,,,,
,M0912,Apr-26,Thua B.O,Naguran S.O,,,5,,,,,,,,,
,M1024,Apr-26,Tikri B.O,S.S. Kunjpura S.O,,,3,1,,,,,,,,
,M1045,Apr-26,Uchana B.O,Taraori S.O,,,7,9,,1,,10,,,,
,M7015,Apr-26,Uchana Khrud B.O,Uchana S.O,,,2,,,1,,,,,,
,12611501,Apr-26,Uchana S.O,,5,1,24,8,,23,4,42,,4,4,
,J2771,Apr-26,Udana B.O,Nilokheri S.O,,,2,1,,2,,,,,,
,C2825,Apr-26,Ugra Kheri B.O,Panipat Khadi Ashram S.O,,,7,1,,1,,8,,,,
,E1534,Apr-26,Ujhana B.O,Narwana S.O,,,4,1,,5,,5,,,,
,M1008,Apr-26,Uncha Samana B.O,Madhuban S.O (Karnal),,,4,,,7,,1,,,,
,C7905,Apr-26,Untla B.O,Panipat Thermal Project S.O,,,4,2,,1,,9,,,,
,H2351,Apr-26,Uplana B.O,Assandh S.O,,,5,2,,5,,,,,,
,M0994,Apr-26,Urlana Kalan B.O,Israna S.O,,,1,1,,,,2,,,,
,M0950,Apr-26,Waisor B.O,Madlauda S.O,,,1,,,2,,,,,,
,M6992,Apr-26,Agondh B.O,Guhla S.O,,,1,,,1,,,,,,
,I3621,Apr-26,Ahun B.O,Kaul S.O,,,,,,3,,1,,,,
,D2685,Apr-26,Ajrana Kalan B.O,Jhansa S.O,,,1,1,,,,,,,,
,L5289,Apr-26,Ajrawar B.O,Thol S.O,,,,,,1,,,,,,
,13603801,Apr-26,Amin S.O,,2,1,6,5,,9,,4,,1,,
,13615601,Apr-26,Babain S.O,,2,,9,15,,17,1,42,,,2,
,L6311,Apr-26,Badsikri Kalan B.O,Kalayat S.O,,,3,,,3,,,,,,
,J3506,Apr-26,Badsui B.O,Chika S.O,,,3,,,3,,,,,,
,I5225,Apr-26,Bagthala B.O,Kurukshetra University S.O,,,,2,,1,,,,,,
,H9070,Apr-26,Bakal B.O,Pai S.O,,,2,,,1,,1,,,,
,H1134,Apr-26,Bakali B.O,Ladwa S.O,,,1,2,,3,,41,,,,
,B1172,Apr-26,Bakhli B.O,Pehowa S.O,,,1,,,3,,2,,,,
,L6312,Apr-26,Balu B.O,Kalayat S.O,,,8,9,,2,,6,,,,
,H1135,Apr-26,Ban B.O,Ladwa S.O,,,1,,,1,,9,,,,
,H1136,Apr-26,Bapdi B.O,Ladwa S.O,,,1,,,7,,4,,,,
,H3315,Apr-26,Bargat B.O,Babain S.O,,,5,6,,3,,3,,,,
,I5226,Apr-26,Barna B.O,Kurukshetra University S.O,,,6,6,,8,,5,,,,
,H1137,Apr-26,Barout B.O,Ladwa S.O,,,4,4,,1,,1,,,,
